atc_name|atc_code|level
sodium selenate|A12CE01|7
sodium selenite|A12CE02|7
Other mineral products|A12CX|5
TONICS|A13|3
TONICS|A13A|4
ANABOLIC AGENTS FOR SYSTEMIC USE|A14|3
ANABOLIC STEROIDS|A14A|4
Androstan derivatives|A14AA|5
androstanolone|A14AA01|7
stanozolol|A14AA02|7
metandienone|A14AA03|7
metenolone|A14AA04|7
oxymetholone|A14AA05|7
quinbolone|A14AA06|7
prasterone|A14AA07|7
oxandrolone|A14AA08|7
norethandrolone|A14AA09|7
Estren derivatives|A14AB|5
nandrolone|A14AB01|7
ethylestrenol|A14AB02|7
oxabolone cipionate|A14AB03|7
OTHER ANABOLIC AGENTS|A14B|4
APPETITE STIMULANTS|A15|3
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS|A16|3
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS|A16A|4
Amino acids and derivatives|A16AA|5
levocarnitine|A16AA01|7
ademetionine|A16AA02|7
glutamine|A16AA03|7
mercaptamine|A16AA04|7
carglumic acid|A16AA05|7
betaine|A16AA06|7
metreleptin|A16AA07|7
Enzymes|A16AB|5
alglucerase|A16AB01|7
imiglucerase|A16AB02|7
agalsidase alfa|A16AB03|7
agalsidase beta|A16AB04|7
laronidase|A16AB05|7
sacrosidase|A16AB06|7
alglucosidase alfa|A16AB07|7
galsulfase|A16AB08|7
idursulfase|A16AB09|7
velaglucerase alfa|A16AB10|7
taliglucerase alfa|A16AB11|7
elosulfase alfa|A16AB12|7
asfotase alfa|A16AB13|7
sebelipase alfa|A16AB14|7
velmanase alfa|A16AB15|7
idursulfase beta|A16AB16|7
cerliponase alfa|A16AB17|7
vestronidase alfa|A16AB18|7
pegvaliase|A16AB19|7
pegunigalsidase alfa|A16AB20|7
atidarsagene autotemcel|A16AB21|7
avalglucosidase alfa|A16AB22|7
cipaglucosidase alfa|A16AB23|7
pegzilarginase|A16AB24|7
olipudase alfa|A16AB25|7
eladocagene exuparvovec|A16AB26|7
pabinafusp alfa|A16AB27|7
Various alimentary tract and metabolism products|A16AX|5
thioctic acid|A16AX01|7
anethole trithione|A16AX02|7
sodium phenylbutyrate|A16AX03|7
nitisinone|A16AX04|7
zinc acetate|A16AX05|7
miglustat|A16AX06|7
sapropterin|A16AX07|7
teduglutide|A16AX08|7
glycerol phenylbutyrate|A16AX09|7
eliglustat|A16AX10|7
sodium benzoate|A16AX11|7
trientine|A16AX12|7
uridine triacetate|A16AX13|7
migalastat|A16AX14|7
telotristat|A16AX15|7
givosiran|A16AX16|7
triheptanoin|A16AX17|7
lumasiran|A16AX18|7
fosdenopterin|A16AX19|7
lonafarnib|A16AX20|7
elivaldogene autotemcel|A16AX21|7
tiomolibdic acid|A16AX22|7
leriglitazone|A16AX23|7
govorestat|A16AX24|7
nedosiran|A16AX25|7
sodium benzoate and sodium phenylacetate|A16AX30|7
BLOOD AND BLOOD FORMING ORGANS|B|1
ANTITHROMBOTIC AGENTS|B01|3
ANTITHROMBOTIC AGENTS|B01A|4
Vitamin K antagonists|B01AA|5
dicoumarol|B01AA01|7
phenindione|B01AA02|7
warfarin|B01AA03|7
phenprocoumon|B01AA04|7
acenocoumarol|B01AA07|7
ethyl biscoumacetate|B01AA08|7
clorindione|B01AA09|7
diphenadione|B01AA10|7
tioclomarol|B01AA11|7
fluindione|B01AA12|7
Heparin group|B01AB|5
heparin|B01AB01|7
antithrombin III|B01AB02|7
dalteparin|B01AB04|7
enoxaparin|B01AB05|7
nadroparin|B01AB06|7
parnaparin|B01AB07|7
reviparin|B01AB08|7
danaparoid|B01AB09|7
tinzaparin|B01AB10|7
sulodexide|B01AB11|7
bemiparin|B01AB12|7
heparin, combinations|B01AB51|7
Platelet aggregation inhibitors excl. heparin|B01AC|5
ditazole|B01AC01|7
cloricromen|B01AC02|7
picotamide|B01AC03|7
clopidogrel|B01AC04|7
ticlopidine|B01AC05|7
acetylsalicylic acid|B01AC06|7
dipyridamole|B01AC07|7
carbasalate calcium|B01AC08|7
epoprostenol|B01AC09|7
indobufen|B01AC10|7
iloprost|B01AC11|7
abciximab|B01AC13|7
aloxiprin|B01AC15|7
eptifibatide|B01AC16|7
tirofiban|B01AC17|7
triflusal|B01AC18|7
beraprost|B01AC19|7
treprostinil|B01AC21|7
prasugrel|B01AC22|7
cilostazol|B01AC23|7
ticagrelor|B01AC24|7
cangrelor|B01AC25|7
vorapaxar|B01AC26|7
selexipag|B01AC27|7
limaprost|B01AC28|7
combinations|B01AC30|7
acetylsalicylic acid, combinations with proton pump inhibitors|B01AC56|7
Enzymes|B01AD|5
streptokinase|B01AD01|7
alteplase|B01AD02|7
anistreplase|B01AD03|7
urokinase|B01AD04|7
fibrinolysin|B01AD05|7
brinase|B01AD06|7
reteplase|B01AD07|7
saruplase|B01AD08|7
ancrod|B01AD09|7
drotrecogin alfa (activated)|B01AD10|7
tenecteplase|B01AD11|7
protein C|B01AD12|7
apadamtase alfa and cinaxadamtase alfa|B01AD13|7
Direct thrombin inhibitors|B01AE|5
desirudin|B01AE01|7
lepirudin|B01AE02|7
argatroban|B01AE03|7
melagatran|B01AE04|7
ximelagatran|B01AE05|7
bivalirudin|B01AE06|7
dabigatran etexilate|B01AE07|7
Direct factor Xa inhibitors|B01AF|5
rivaroxaban|B01AF01|7
apixaban|B01AF02|7
edoxaban|B01AF03|7
betrixaban|B01AF04|7
rivaroxaban and acetylsalicylic acid|B01AF51|7
Other antithrombotic agents|B01AX|5
defibrotide|B01AX01|7
dermatan sulfate|B01AX04|7
fondaparinux|B01AX05|7
caplacizumab|B01AX07|7
ANTIHEMORRHAGICS|B02|3
ANTIFIBRINOLYTICS|B02A|4
Amino acids|B02AA|5
aminocaproic acid|B02AA01|7
tranexamic acid|B02AA02|7
aminomethylbenzoic acid|B02AA03|7
Proteinase inhibitors|B02AB|5
aprotinin|B02AB01|7
alfa1 antitrypsin|B02AB02|7
camostat|B02AB04|7
ulinastatin|B02AB05|7
VITAMIN K AND OTHER HEMOSTATICS|B02B|4
Vitamin K|B02BA|5
phytomenadione|B02BA01|7
menadione|B02BA02|7
Fibrinogen|B02BB|5
fibrinogen, human|B02BB01|7
Local hemostatics|B02BC|5
absorbable gelatin sponge|B02BC01|7
oxidized cellulose|B02BC02|7
tetragalacturonic acid hydroxymethylester|B02BC03|7
adrenalone|B02BC05|7
thrombin|B02BC06|7
collagen|B02BC07|7
calcium alginate|B02BC08|7
epinephrine|B02BC09|7
combinations|B02BC30|7
Blood coagulation factors|B02BD|5
coagulation factor IX, II, VII and X in combination|B02BD01|7
coagulation factor VIII|B02BD02|7
factor VIII inhibitor bypassing activity|B02BD03|7
coagulation factor IX|B02BD04|7
coagulation factor VII|B02BD05|7
von Willebrand factor and coagulation factor VIII in combination|B02BD06|7
coagulation factor XIII|B02BD07|7
coagulation factor VIIa|B02BD08|7
von Willebrand factor|B02BD10|7
catridecacog|B02BD11|7
coagulation factor X|B02BD13|7
susoctocog alfa|B02BD14|7
valoctocogene roxaparvovec|B02BD15|7
etranacogene dezaparvovec|B02BD16|7
fidanacogene elaparvovec|B02BD17|7
thrombin|B02BD30|7
Other systemic hemostatics|B02BX|5
etamsylate|B02BX01|7
carbazochrome|B02BX02|7
batroxobin|B02BX03|7
romiplostim|B02BX04|7
eltrombopag|B02BX05|7
emicizumab|B02BX06|7
lusutrombopag|B02BX07|7
avatrombopag|B02BX08|7
fostamatinib|B02BX09|7
concizumab|B02BX10|7
marstacimab|B02BX11|7
ANTIANEMIC PREPARATIONS|B03|3
IRON PREPARATIONS|B03A|4
Iron bivalent, oral preparations|B03AA|5
ferrous glycine sulfate|B03AA01|7
ferrous fumarate|B03AA02|7
ferrous gluconate|B03AA03|7
ferrous carbonate|B03AA04|7
ferrous chloride|B03AA05|7
ferrous succinate|B03AA06|7
ferrous sulfate|B03AA07|7
ferrous tartrate|B03AA08|7
ferrous aspartate|B03AA09|7
ferrous ascorbate|B03AA10|7
ferrous iodine|B03AA11|7
ferrous sodium citrate|B03AA12|7
Iron trivalent, oral preparations|B03AB|5
ferric sodium citrate|B03AB01|7
saccharated iron oxide|B03AB02|7
sodium feredetate|B03AB03|7
ferric hydroxide|B03AB04|7
ferric oxide polymaltose complexes|B03AB05|7
chondroitin sulfate-iron complex|B03AB07|7
ferric acetyl transferrin|B03AB08|7
ferric proteinsuccinylate|B03AB09|7
ferric maltol|B03AB10|7
Iron, parenteral preparations|B03AC|5
Iron in combination with folic acid|B03AD|5
ferrous amino acid complex and folic acid|B03AD01|7
ferrous fumarate and folic acid|B03AD02|7
ferrous sulfate and folic acid|B03AD03|7
ferric oxide polymaltose complexes and folic acid|B03AD04|7
ferrous gluconate and folic acid|B03AD05|7
Iron in other combinations|B03AE|5
iron, vitamin B12 and folic acid|B03AE01|7
iron, multivitamins and folic acid|B03AE02|7
iron and multivitamins|B03AE03|7
iron, multivitamins and minerals|B03AE04|7
various combinations|B03AE10|7
VITAMIN B12 AND FOLIC ACID|B03B|4
Vitamin B12 (cyanocobalamin and analogues)|B03BA|5
cyanocobalamin|B03BA01|7
cyanocobalamin tannin complex|B03BA02|7
hydroxocobalamin|B03BA03|7
cobamamide|B03BA04|7
mecobalamin|B03BA05|7
cyanocobalamin, combinations|B03BA51|7
hydroxocobalamin, combinations|B03BA53|7
Folic acid and derivatives|B03BB|5
folic acid|B03BB01|7
folic acid, combinations|B03BB51|7
OTHER ANTIANEMIC PREPARATIONS|B03X|4
Other antianemic preparations|B03XA|5
erythropoietin|B03XA01|7
darbepoetin alfa|B03XA02|7
methoxy polyethylene glycol-epoetin beta|B03XA03|7
peginesatide|B03XA04|7
roxadustat|B03XA05|7
luspatercept|B03XA06|7
daprodustat|B03XA07|7
vadadustat|B03XA08|7
molidustat|B03XA09|7
efepoetin alfa|B03XA10|7
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS|B05|3
BLOOD AND RELATED PRODUCTS|B05A|4
Blood substitutes and plasma protein fractions|B05AA|5
albumin|B05AA01|7
other plasma protein fractions|B05AA02|7
fluorocarbon blood substitutes|B05AA03|7
dextran|B05AA05|7
gelatin agents|B05AA06|7
hydroxyethylstarch|B05AA07|7
hemoglobin crosfumaril|B05AA08|7
hemoglobin raffimer|B05AA09|7
hemoglobin glutamer (bovine)|B05AA10|7
Other blood products|B05AX|5
erythrocytes|B05AX01|7
thrombocytes|B05AX02|7
blood plasma|B05AX03|7
stem cells from umbilical cord blood|B05AX04|7
I.V. SOLUTIONS|B05B|4
Solutions for parenteral nutrition|B05BA|5
amino acids|B05BA01|7
fat emulsions|B05BA02|7
carbohydrates|B05BA03|7
protein hydrolysates|B05BA04|7
combinations|B05BA10|7
Solutions affecting the electrolyte balance|B05BB|5
electrolytes|B05BB01|7
electrolytes with carbohydrates|B05BB02|7
trometamol|B05BB03|7
electrolytes in combination with other drugs|B05BB04|7
Solutions producing osmotic diuresis|B05BC|5
mannitol|B05BC01|7
carbamide|B05BC02|7
IRRIGATING SOLUTIONS|B05C|4
Antiinfectives|B05CA|5
cetylpyridinium|B05CA01|7
chlorhexidine|B05CA02|7
nitrofural|B05CA03|7
sulfamethizole|B05CA04|7
taurolidine|B05CA05|7
mandelic acid|B05CA06|7
noxytiolin|B05CA07|7
ethacridine lactate|B05CA08|7
neomycin|B05CA09|7
combinations|B05CA10|7
Salt solutions|B05CB|5
sodium chloride|B05CB01|7
sodium citrate|B05CB02|7
magnesium citrate|B05CB03|7
sodium bicarbonate|B05CB04|7
combinations|B05CB10|7
Other irrigating solutions|B05CX|5
glucose|B05CX01|7
sorbitol|B05CX02|7
glycine|B05CX03|7
mannitol|B05CX04|7
combinations|B05CX10|7
PERITONEAL DIALYTICS|B05D|4
Isotonic solutions|B05DA|5
Hypertonic solutions|B05DB|5
I.V. SOLUTION ADDITIVES|B05X|4
Electrolyte solutions|B05XA|5
potassium chloride|B05XA01|7
sodium bicarbonate|B05XA02|7
sodium chloride|B05XA03|7
ammonium chloride|B05XA04|7
magnesium sulfate|B05XA05|7
potassium phosphate, incl. combinations with other potassium salts|B05XA06|7
calcium chloride|B05XA07|7
sodium acetate|B05XA08|7
sodium phosphate|B05XA09|7
magnesium phosphate|B05XA10|7
magnesium chloride|B05XA11|7
zinc chloride|B05XA12|7
hydrochloric acid|B05XA13|7
sodium glycerophosphate|B05XA14|7
potassium lactate|B05XA15|7
cardioplegia solutions|B05XA16|7
potassium acetate|B05XA17|7
zinc sulfate|B05XA18|7
calcium gluconate|B05XA19|7
sodium selenite|B05XA20|7
combinations of electrolytes|B05XA30|7
electrolytes in combination with other drugs|B05XA31|7
Amino acids|B05XB|5
arginine hydrochloride|B05XB01|7
alanyl glutamine|B05XB02|7
lysine|B05XB03|7
Vitamins|B05XC|5
Other i.v. solution additives|B05XX|5
trometamol|B05XX02|7
HEMODIALYTICS AND HEMOFILTRATES|B05Z|4
Hemodialytics, concentrates|B05ZA|5
Hemofiltrates|B05ZB|5
OTHER HEMATOLOGICAL AGENTS|B06|3
OTHER HEMATOLOGICAL AGENTS|B06A|4
Enzymes|B06AA|5
fibrinolysin and desoxyribonuclease|B06AA02|7
hyaluronidase|B06AA03|7
chymotrypsin|B06AA04|7
trypsin|B06AA07|7
desoxyribonuclease|B06AA10|7
streptokinase, combinations|B06AA55|7
Heme products|B06AB|5
hemin|B06AB01|7
Drugs used in hereditary angioedema|B06AC|5
c1-inhibitor, plasma derived|B06AC01|7
icatibant|B06AC02|7
ecallantide|B06AC03|7
conestat alfa|B06AC04|7
lanadelumab|B06AC05|7
berotralstat|B06AC06|7
garadacimab|B06AC07|7
sebetralstat|B06AC08|7
Other hematological agents|B06AX|5
crizanlizumab|B06AX01|7
betibeglogene autotemcel|B06AX02|7
voxelotor|B06AX03|7
mitapivat|B06AX04|7
exagamglogene autotemcel|B06AX05|7
CARDIOVASCULAR SYSTEM|C|1
CARDIAC THERAPY|C01|3
CARDIAC GLYCOSIDES|C01A|4
Digitalis glycosides|C01AA|5
acetyldigitoxin|C01AA01|7
acetyldigoxin|C01AA02|7
digitalis leaves|C01AA03|7
digitoxin|C01AA04|7
digoxin|C01AA05|7
lanatoside C|C01AA06|7
deslanoside|C01AA07|7
metildigoxin|C01AA08|7
gitoformate|C01AA09|7
acetyldigoxin, combinations|C01AA52|7
Scilla glycosides|C01AB|5
proscillaridin|C01AB01|7
proscillaridin, combinations|C01AB51|7
Strophanthus glycosides|C01AC|5
g-strophanthin|C01AC01|7
cymarin|C01AC03|7
Other cardiac glycosides|C01AX|5
peruvoside|C01AX02|7
ANTIARRHYTHMICS, CLASS I AND III|C01B|4
Antiarrhythmics, class Ia|C01BA|5
quinidine|C01BA01|7
procainamide|C01BA02|7
disopyramide|C01BA03|7
sparteine|C01BA04|7
ajmaline|C01BA05|7
prajmaline|C01BA08|7
lorajmine|C01BA12|7
hydroquinidine|C01BA13|7
quinidine, combinations excl. psycholeptics|C01BA51|7
quinidine, combinations with psycholeptics|C01BA71|7
Antiarrhythmics, class Ib|C01BB|5
lidocaine|C01BB01|7
mexiletine|C01BB02|7
tocainide|C01BB03|7
aprindine|C01BB04|7
Antiarrhythmics, class Ic|C01BC|5
propafenone|C01BC03|7
flecainide|C01BC04|7
lorcainide|C01BC07|7
encainide|C01BC08|7
ethacizine|C01BC09|7
Antiarrhythmics, class III|C01BD|5
amiodarone|C01BD01|7
bretylium tosilate|C01BD02|7
bunaftine|C01BD03|7
dofetilide|C01BD04|7
ibutilide|C01BD05|7
tedisamil|C01BD06|7
dronedarone|C01BD07|7
Other antiarrhythmics, class I and III|C01BG|5
moracizine|C01BG01|7
cibenzoline|C01BG07|7
vernakalant|C01BG11|7
CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES|C01C|4
Adrenergic and dopaminergic agents|C01CA|5
etilefrine|C01CA01|7
isoprenaline|C01CA02|7
norepinephrine|C01CA03|7
dopamine|C01CA04|7
norfenefrine|C01CA05|7
phenylephrine|C01CA06|7
dobutamine|C01CA07|7
oxedrine|C01CA08|7
metaraminol|C01CA09|7
methoxamine|C01CA10|7
mephentermine|C01CA11|7
dimetofrine|C01CA12|7
prenalterol|C01CA13|7
dopexamine|C01CA14|7
gepefrine|C01CA15|7
ibopamine|C01CA16|7
midodrine|C01CA17|7
octopamine|C01CA18|7
fenoldopam|C01CA19|7
cafedrine|C01CA21|7
arbutamine|C01CA22|7
theodrenaline|C01CA23|7
epinephrine|C01CA24|7
amezinium metilsulfate|C01CA25|7
ephedrine|C01CA26|7
droxidopa|C01CA27|7
centhaquine|C01CA28|7
combinations|C01CA30|7
etilefrine, combinations|C01CA51|7
Phosphodiesterase inhibitors|C01CE|5
amrinone|C01CE01|7
milrinone|C01CE02|7
enoximone|C01CE03|7
bucladesine|C01CE04|7
Other cardiac stimulants|C01CX|5
angiotensinamide|C01CX06|7
xamoterol|C01CX07|7
levosimendan|C01CX08|7
angiotensin II|C01CX09|7
omecamtiv mecarbil|C01CX10|7
VASODILATORS USED IN CARDIAC DISEASES|C01D|4
Organic nitrates|C01DA|5
glyceryl trinitrate|C01DA02|7
methylpropylpropanediol dinitrate|C01DA04|7
pentaerithrityl tetranitrate|C01DA05|7
propatylnitrate|C01DA07|7
isosorbide dinitrate|C01DA08|7
trolnitrate|C01DA09|7
eritrityl tetranitrate|C01DA13|7
isosorbide mononitrate|C01DA14|7
organic nitrates in combination|C01DA20|7
tenitramine|C01DA38|7
glyceryl trinitrate, combinations|C01DA52|7
methylpropylpropanediol dinitrate, combinations|C01DA54|7
pentaerithrityl tetranitrate, combinations|C01DA55|7
propatylnitrate, combinations|C01DA57|7
isosorbide dinitrate, combinations|C01DA58|7
trolnitrate, combinations|C01DA59|7
eritrityl tetranitrate, combinations|C01DA63|7
organic nitrates in combination with psycholeptics|C01DA70|7
Quinolone vasodilators|C01DB|5
flosequinan|C01DB01|7
Other vasodilators used in cardiac diseases|C01DX|5
itramin tosilate|C01DX01|7
prenylamine|C01DX02|7
oxyfedrine|C01DX03|7
benziodarone|C01DX04|7
carbocromen|C01DX05|7
hexobendine|C01DX06|7
etafenone|C01DX07|7
heptaminol|C01DX08|7
imolamine|C01DX09|7
dilazep|C01DX10|7
trapidil|C01DX11|7
molsidomine|C01DX12|7
efloxate|C01DX13|7
cinepazet|C01DX14|7
cloridarol|C01DX15|7
nicorandil|C01DX16|7
linsidomine|C01DX18|7
nesiritide|C01DX19|7
serelaxin|C01DX21|7
vericiguat|C01DX22|7
itramin tosilate, combinations|C01DX51|7
prenylamine, combinations|C01DX52|7
oxyfedrine, combinations|C01DX53|7
benziodarone, combinations|C01DX54|7
OTHER CARDIAC PREPARATIONS|C01E|4
Prostaglandins|C01EA|5
alprostadil|C01EA01|7
Other cardiac preparations|C01EB|5
camphora|C01EB02|7
indometacin|C01EB03|7
crataegus glycosides|C01EB04|7
creatinolfosfate|C01EB05|7
fosfocreatine|C01EB06|7
fructose 1,6-diphosphate|C01EB07|7
ubidecarenone|C01EB09|7
adenosine|C01EB10|7
tiracizine|C01EB11|7
acadesine|C01EB13|7
trimetazidine|C01EB15|7
ibuprofen|C01EB16|7
ivabradine|C01EB17|7
ranolazine|C01EB18|7
regadenoson|C01EB21|7
meldonium|C01EB22|7
tiazotic acid|C01EB23|7
mavacamten|C01EB24|7
acoramidis|C01EB25|7
Other cardiac combination products|C01EX|5
ANTIHYPERTENSIVES|C02|3
ANTIADRENERGIC AGENTS, CENTRALLY ACTING|C02A|4
Rauwolfia alkaloids|C02AA|5
rescinnamine|C02AA01|7
reserpine|C02AA02|7
combinations of rauwolfia alkaloids|C02AA03|7
rauwolfia alkaloids, whole root|C02AA04|7
deserpidine|C02AA05|7
methoserpidine|C02AA06|7
bietaserpine|C02AA07|7
reserpine, combinations|C02AA52|7
combinations of rauwolfia alkoloids, combinations|C02AA53|7
bietaserpine, combinations|C02AA57|7
Methyldopa|C02AB|5
methyldopa (levorotatory)|C02AB01|7
methyldopa (racemic)|C02AB02|7
Imidazoline receptor agonists|C02AC|5
clonidine|C02AC01|7
guanfacine|C02AC02|7
tolonidine|C02AC04|7
moxonidine|C02AC05|7
rilmenidine|C02AC06|7
ANTIADRENERGIC AGENTS, GANGLION-BLOCKING|C02B|4
Sulfonium derivatives|C02BA|5
trimetaphan|C02BA01|7
Secondary and tertiary amines|C02BB|5
mecamylamine|C02BB01|7
Bisquaternary ammonium compounds|C02BC|5
ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING|C02C|4
Alpha-adrenoreceptor antagonists|C02CA|5
prazosin|C02CA01|7
indoramin|C02CA02|7
trimazosin|C02CA03|7
doxazosin|C02CA04|7
urapidil|C02CA06|7
Guanidine derivatives|C02CC|5
betanidine|C02CC01|7
guanethidine|C02CC02|7
guanoxan|C02CC03|7
debrisoquine|C02CC04|7
guanoclor|C02CC05|7
guanazodine|C02CC06|7
guanoxabenz|C02CC07|7
ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON|C02D|4
Thiazide derivatives|C02DA|5
diazoxide|C02DA01|7
Hydrazinophthalazine derivatives|C02DB|5
dihydralazine|C02DB01|7
hydralazine|C02DB02|7
endralazine|C02DB03|7
cadralazine|C02DB04|7
Pyrimidine derivatives|C02DC|5
minoxidil|C02DC01|7
Nitroferricyanide derivatives|C02DD|5
nitroprusside|C02DD01|7
Guanidine derivatives|C02DG|5
pinacidil|C02DG01|7
OTHER ANTIHYPERTENSIVES|C02K|4
Alkaloids, excl. rauwolfia|C02KA|5
veratrum|C02KA01|7
Tyrosine hydroxylase inhibitors|C02KB|5
metirosine|C02KB01|7
MAO inhibitors|C02KC|5
pargyline|C02KC01|7
Serotonin antagonists|C02KD|5
ketanserin|C02KD01|7
Other antihypertensives|C02KN|5
aprocitentan|C02KN01|7
Antihypertensives for pulmonary arterial hypertension|C02KX|5
bosentan|C02KX01|7
ambrisentan|C02KX02|7
sitaxentan|C02KX03|7
macitentan|C02KX04|7
riociguat|C02KX05|7
sotatercept|C02KX06|7
ambrisentan and tadalafil|C02KX52|7
macitentan and tadalafil|C02KX54|7
ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION|C02L|4
Rauwolfia alkaloids and diuretics in combination|C02LA|5
reserpine and diuretics|C02LA01|7
rescinnamine and diuretics|C02LA02|7
deserpidine and diuretics|C02LA03|7
methoserpidine and diuretics|C02LA04|7
bietaserpine and diuretics|C02LA07|7
rauwolfia alkaloids, whole root and diuretics|C02LA08|7
syrosingopine and diuretics|C02LA09|7
combination of rauwolfia alkaloids and diuretics incl. other combinations|C02LA50|7
reserpine and diuretics, combinations with other drugs|C02LA51|7
rescinnamine and diuretics, combinations with other drugs|C02LA52|7
reserpine and diuretics, combinations with psycholeptics|C02LA71|7
Methyldopa and diuretics in combination|C02LB|5
methyldopa (levorotatory) and diuretics|C02LB01|7
Imidazoline receptor agonists in combination with diuretics|C02LC|5
clonidine and diuretics|C02LC01|7
moxonidine and diuretics|C02LC05|7
clonidine and diuretics, combinations with other drugs|C02LC51|7
Alpha-adrenoreceptor antagonists and diuretics|C02LE|5
prazosin and diuretics|C02LE01|7
Guanidine derivatives and diuretics|C02LF|5
guanethidine and diuretics|C02LF01|7
Hydrazinophthalazine derivatives and diuretics|C02LG|5
dihydralazine and diuretics|C02LG01|7
hydralazine and diuretics|C02LG02|7
picodralazine and diuretics|C02LG03|7
dihydralazine and diuretics, combinations with other drugs|C02LG51|7
picodralazine and diuretics, combinations with psycholeptics|C02LG73|7
Alkaloids, excl. rauwolfia, in combination with diuretics|C02LK|5
veratrum and diuretics|C02LK01|7
MAO inhibitors and diuretics|C02LL|5
pargyline and diuretics|C02LL01|7
Serotonin antagonists and diuretics|C02LN|5
Other antihypertensives and diuretics|C02LX|5
pinacidil and diuretics|C02LX01|7
COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02|C02N|4
DIURETICS|C03|3
LOW-CEILING DIURETICS, THIAZIDES|C03A|4
Thiazides, plain|C03AA|5
bendroflumethiazide|C03AA01|7
hydroflumethiazide|C03AA02|7
hydrochlorothiazide|C03AA03|7
chlorothiazide|C03AA04|7
polythiazide|C03AA05|7
trichlormethiazide|C03AA06|7
cyclopenthiazide|C03AA07|7
methyclothiazide|C03AA08|7
cyclothiazide|C03AA09|7
mebutizide|C03AA13|7
Thiazides and potassium in combination|C03AB|5
bendroflumethiazide and potassium|C03AB01|7
hydroflumethiazide and potassium|C03AB02|7
hydrochlorothiazide and potassium|C03AB03|7
chlorothiazide and potassium|C03AB04|7
polythiazide and potassium|C03AB05|7
trichlormethiazide and potassium|C03AB06|7
cyclopenthiazide and potassium|C03AB07|7
methyclothiazide and potassium|C03AB08|7
cyclothiazide and potassium|C03AB09|7
Thiazides, combinations with psycholeptics and/or analgesics|C03AH|5
chlorothiazide, combinations|C03AH01|7
hydroflumethiazide, combinations|C03AH02|7
Thiazides, combinations with other drugs|C03AX|5
hydrochlorothiazide, combinations|C03AX01|7
