"hersteller"|"generika"|"bag_dossier"|"swissmedic_nr"|"swissmedic_liste"|"einf_datum"|"bezeichnung"|"exf_preis"|"pub_preis"|"limitation"|"lim_pkte"|"therap_gruppe"|"substanzen"|"rec_id"|"x40_percent_selbstbehalt"|"gtin"|"atc"|"gammennummer"|"gammenbezeichnung"|"ggsl"|"preismodell"|"indikationscode"|"swissmedic_no8_parallel_imp"|"ref_biosim_code"|"letzte_preis_anderung"|"zulassungsnummer"
"Teva Pharma AG"|NA|"18126"|"57002017"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 600 mcg, 3 Stk"|"21.23"|"39.5"|"Y"|NA|"01.01.30."|"Fentanylum"|"14583"|"N"|"7680570020177"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Teva Pharma AG"|NA|"18126"|"57002023"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 600 mcg, 30 Stk"|"201.67"|"235.75"|"Y"|NA|"01.01.30."|"Fentanylum"|"14584"|"N"|"7680570020238"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Teva Pharma AG"|NA|"18126"|"57002025"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 800 mcg, 3 Stk"|"21.23"|"39.5"|"Y"|NA|"01.01.30."|"Fentanylum"|"14585"|"N"|"7680570020252"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Teva Pharma AG"|NA|"18126"|"57002031"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 800 mcg, 30 Stk"|"201.67"|"235.75"|"Y"|NA|"01.01.30."|"Fentanylum"|"14586"|"N"|"7680570020313"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Teva Pharma AG"|NA|"18126"|"57002033"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 1200 mcg, 3 Stk"|"21.23"|"39.5"|"Y"|NA|"01.01.30."|"Fentanylum"|"14587"|"N"|"7680570020337"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Teva Pharma AG"|NA|"18126"|"57002039"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 1200 mcg, 30 Stk"|"201.67"|"235.75"|"Y"|NA|"01.01.30."|"Fentanylum"|"14588"|"N"|"7680570020399"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Teva Pharma AG"|NA|"18126"|"57002041"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 1600 mcg, 3 Stk"|"21.23"|"39.5"|"Y"|NA|"01.01.30."|"Fentanylum"|"14589"|"N"|"7680570020412"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Teva Pharma AG"|NA|"18126"|"57002047"|"A"|2006-02-01|"Actiq, Buccaltabl m integr Applikator 1600 mcg, 30 Stk"|"201.67"|"235.75"|"Y"|NA|"01.01.30."|"Fentanylum"|"14590"|"N"|"7680570020474"|"N02AB03"|"23"|"Actiq Oral"|"N"|NA|NA|NA|NA|2024-12-01|"57002"
"Novo Nordisk Pharma AG"|NA|"17273"|"54708017"|"B"|1999-03-15|"Activelle, Filmtabl, 28 Stk"|"8.38"|"25.55"|NA|NA|"07.08.60."|"Estradiolum, Norethisteroni acetas"|"106"|"N"|"7680547080173"|"G03FA01"|"24"|"Activelle Oral"|"N"|NA|NA|NA|NA|2023-12-01|"54708"
"Future Health Pharma GmbH"|NA|"21793"|"69144001"|"B"|2024-11-01|"Actonel, Tabl 35 mg magensaftresistent, Blist 4 Stk"|"15.44"|"33.2"|"Y"|NA|"07.99."|"Natrii risedronas"|"44064"|"N"|"7680691440014"|"M05BA07"|"2972"|"Actonel OralRetard"|"N"|NA|NA|NA|NA|2024-11-01|"69144"
"Future Health Pharma GmbH"|NA|"21793"|"69144002"|"B"|2024-11-01|"Actonel, Tabl 35 mg magensaftresistent, Blist 12 Stk"|"43.53"|"63.75"|"Y"|NA|"07.99."|"Natrii risedronas"|"44063"|"N"|"7680691440021"|"M05BA07"|"2972"|"Actonel OralRetard"|"N"|NA|NA|NA|NA|2024-11-01|"69144"
"Future Health Pharma GmbH"|NA|"17646"|"55214009"|"B"|2003-01-01|"Actonel Wochentablette, Tabl 35 mg, 4 Stk"|"15.44"|"33.2"|"Y"|NA|"07.99."|"Natrii risedronas"|"13674"|"N"|"7680552140091"|"M05BA07"|"2972"|"Actonel OralRetard"|"N"|NA|NA|NA|NA|2024-10-01|"55214"
"Future Health Pharma GmbH"|NA|"17646"|"55214011"|"B"|2003-01-01|"Actonel Wochentablette, Tabl 35 mg, 12 Stk"|"43.53"|"63.75"|"Y"|NA|"07.99."|"Natrii risedronas"|"13675"|"N"|"7680552140114"|"M05BA07"|"2972"|"Actonel OralRetard"|"N"|NA|NA|NA|NA|2024-10-01|"55214"
"Cheplapharm Schweiz GmbH"|"O"|"17585"|"55378001"|"B"|2001-04-01|"Actos, Tabl 15 mg, 28 Stk"|"19.57"|"37.6"|"Y"|NA|"07.06.20."|"Pioglitazonum"|"12992"|"N"|"7680553780012"|"A10BG03"|"26"|"Actos Oral"|"N"|NA|NA|NA|NA|2021-05-01|"55378"
"Cheplapharm Schweiz GmbH"|"O"|"17585"|"55378005"|"B"|2001-04-01|"Actos, Tabl 15 mg, 98 Stk"|"68.38"|"90.35"|"Y"|NA|"07.06.20."|"Pioglitazonum"|"12993"|"N"|"7680553780050"|"A10BG03"|"26"|"Actos Oral"|"N"|NA|NA|NA|NA|2021-05-01|"55378"
"Cheplapharm Schweiz GmbH"|"O"|"17585"|"55378007"|"B"|2001-04-01|"Actos, Tabl 30 mg, 28 Stk"|"26.56"|"45.15"|"Y"|NA|"07.06.20."|"Pioglitazonum"|"12994"|"N"|"7680553780074"|"A10BG03"|"26"|"Actos Oral"|"N"|NA|NA|NA|NA|2021-05-01|"55378"
"Cheplapharm Schweiz GmbH"|"O"|"17585"|"55378011"|"B"|2001-04-01|"Actos, Tabl 30 mg, 98 Stk"|"92.51"|"116.45"|"Y"|NA|"07.06.20."|"Pioglitazonum"|"12995"|"N"|"7680553780111"|"A10BG03"|"26"|"Actos Oral"|"N"|NA|NA|NA|NA|2021-05-01|"55378"
"Cheplapharm Schweiz GmbH"|"O"|"17585"|"55378013"|"B"|2001-04-01|"Actos, Tabl 45 mg, 28 Stk"|"31.86"|"50.85"|"Y"|NA|"07.06.20."|"Pioglitazonum"|"12996"|"N"|"7680553780135"|"A10BG03"|"26"|"Actos Oral"|"N"|NA|NA|NA|NA|2021-05-01|"55378"
"Cheplapharm Schweiz GmbH"|"O"|"17585"|"55378017"|"B"|2001-04-01|"Actos, Tabl 45 mg, 98 Stk"|"110.92"|"136.35"|"Y"|NA|"07.06.20."|"Pioglitazonum"|"12997"|"N"|"7680553780173"|"A10BG03"|"26"|"Actos Oral"|"N"|NA|NA|NA|NA|2021-05-01|"55378"
"AbbVie AG"|"O"|"16868"|"53181015"|"B"|1998-03-15|"Acular, Gtt Opht, 5 ml"|"4.75"|"14.35"|NA|NA|"11.06.30."|"Ketorolacum trometamolum"|"119"|"N"|"7680531810151"|"S01BC05"|"27"|"Acular Auge"|"N"|NA|NA|NA|NA|2022-12-01|"53181"
"Helvepharm AG"|"G"|"17652"|"55691001"|"B"|2020-07-01|"Acyclovir Zentiva, Creme 50 mg/g, Tb 5 g"|"4.58"|"14.2"|"Y"|NA|"10.09.30."|"Aciclovirum"|"41678"|"N"|"7680556910010"|"D06BB03"|"28"|"Acyclovir Zentiva Topisch"|"N"|NA|NA|NA|NA|2024-12-01|"55691"
"Helvepharm AG"|"G"|"17652"|"55691003"|"B"|2002-01-01|"Acyclovir Zentiva, Creme 50 mg/g, 2 x Tb 5 g"|"9.16"|"26.4"|"Y"|NA|"10.09.30."|"Aciclovirum"|"41677"|"N"|"7680556910034"|"D06BB03"|"28"|"Acyclovir Zentiva Topisch"|"N"|NA|NA|NA|NA|2024-12-01|"55691"
"Mepha Pharma AG"|"G"|"16831"|"53668011"|"A"|1997-03-15|"Acyclovir-Mepha, Tabl 200 mg, 25 Stk"|"10.83"|"28.2"|"Y"|NA|"08.03."|"Aciclovirum"|"122"|"N"|"7680536680117"|"J05AB01"|"29"|"Acyclovir-Mepha Oral"|"N"|NA|NA|NA|NA|2022-12-01|"53668"
"Mepha Pharma AG"|"G"|"16831"|"53668038"|"A"|1997-03-15|"Acyclovir-Mepha, Tabl 400 mg, 30 Stk"|"21.31"|"39.6"|"Y"|NA|"08.03."|"Aciclovirum"|"123"|"N"|"7680536680384"|"J05AB01"|"29"|"Acyclovir-Mepha Oral"|"N"|NA|NA|NA|NA|2022-12-01|"53668"
"Mepha Pharma AG"|"G"|"16831"|"53668046"|"A"|1997-03-15|"Acyclovir-Mepha, Tabl 400 mg, 70 Stk"|"47.58"|"68.15"|"Y"|NA|"08.03."|"Aciclovirum"|"124"|"N"|"7680536680469"|"J05AB01"|"29"|"Acyclovir-Mepha Oral"|"N"|NA|NA|NA|NA|2022-12-01|"53668"
"Mepha Pharma AG"|"G"|"16831"|"53668054"|"A"|1997-03-15|"Acyclovir-Mepha, Tabl 800 mg, 35 Stk"|"42.35"|"62.45"|"Y"|NA|"08.03."|"Aciclovirum"|"125"|"N"|"7680536680544"|"J05AB01"|"29"|"Acyclovir-Mepha Oral"|"N"|NA|NA|NA|NA|2022-12-01|"53668"
"Sanofi-Aventis (Suisse) SA"|NA|"21407"|"68317001"|"B"|2023-06-01|"Adacel, Inj Susp m Nadel, Fertspr 0.5 ml"|"18.7"|"36.75"|"Y"|NA|"08.08."|"Vaccinum diphtheriae adsorbatum, Vaccinum tetani adsorbatum, Vaccinum pertussis acell. adsorbatum"|"43226"|"N"|"7680683170011"|"J07AJ52"|"4585"|"Adacel Parenteral"|"N"|NA|NA|NA|NA|2023-06-01|"68317"
"Sanofi-Aventis (Suisse) SA"|NA|"21408"|"68110001"|"B"|2023-06-01|"Adacel-Polio, Inj Susp m Nadel, Fertspr 0.5 ml"|"24"|"42.5"|"Y"|NA|"08.08."|"Toxoidum diphtheriae, Toxoidum tetani, Toxoidum pertussis, Vaccinum poliomyelitidis inactivatum (Salk Typ I, II, III)"|"43227"|"N"|"7680681100010"|"J07CA02"|"4586"|"Adacel-Polio Parenteral"|"N"|NA|NA|NA|NA|2023-06-01|"68110"
"GlaxoSmithKline AG"|NA|"18166"|"56907004"|"B"|2005-05-01|"Adartrel, Filmtabl 0.25 mg, 12 Stk"|"2.7"|"12.15"|"Y"|NA|"01.08."|"Ropinirolum"|"14713"|"N"|"7680569070046"|"N04BC04"|"31"|"Adartrel Oral"|"N"|NA|NA|NA|NA|2024-12-01|"56907"
"GlaxoSmithKline AG"|NA|"18166"|"56907008"|"B"|2005-05-01|"Adartrel, Filmtabl 0.5 mg, 84 Stk"|"15"|"32.75"|"Y"|NA|"01.08."|"Ropinirolum"|"14715"|"N"|"7680569070084"|"N04BC04"|"31"|"Adartrel Oral"|"N"|NA|NA|NA|NA|2024-12-01|"56907"
"GlaxoSmithKline AG"|NA|"18166"|"56907016"|"B"|2005-05-01|"Adartrel, Filmtabl 2 mg, 84 Stk"|"49.19"|"69.9"|"Y"|NA|"01.08."|"Ropinirolum"|"14717"|"N"|"7680569070169"|"N04BC04"|"31"|"Adartrel Oral"|"N"|NA|NA|NA|NA|2024-12-01|"56907"
"Takeda Pharma AG"|NA|"19989"|"62132001"|"A"|2013-04-01|"Adcetris, Trockensub 50 mg, Durchstf 1 Stk"|"2985.9"|"3263.75"|"Y"|NA|"07.16.10."|"Brentuximabum vedotinum"|"32079"|"N"|"7680621320010"|"L01FX05"|"3131"|"Adcetris Parenteral"|"N"|"PM"|"19989.XX, 19989.01, 19989.02, 19989.03, 19989.04, 19989.05"|NA|NA|2023-12-01|"62132"
"Takeda Pharma AG"|NA|"19989"|"62132003"|"A"|2014-11-01|"Adcetris, Trockensub 50 mg, Durchstf 2 Stk"|"5971.8"|"6434.85"|"Y"|NA|"07.16.10."|"Brentuximabum vedotinum"|"34025"|"N"|"7680621320034"|"L01FX05"|"3131"|"Adcetris Parenteral"|"N"|"PM"|"19989.XX, 19989.01, 19989.02, 19989.03, 19989.04, 19989.05"|NA|NA|2023-12-01|"62132"
"Eli Lilly (Suisse) SA"|"O"|"19838"|"62169002"|"B"|2012-08-01|"Adcirca, Filmtabl 20 mg, 56 Stk"|"505.6"|"563.15"|"Y"|NA|"02.07.10."|"Tadalafilum"|"29978"|"Y"|"7680621690021"|"G04BE08"|"3029"|"Adcirca Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62169"
"Bayer (Schweiz) AG"|NA|"20163"|"62903001"|"B"|2014-01-01|"Adempas, Filmtabl 0.5 mg, 42 Stk"|"1288.67"|"1417.9"|"Y"|NA|"02.07.10."|"Riociguatum"|"33025"|"N"|"7680629030010"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"Bayer (Schweiz) AG"|NA|"20163"|"62903003"|"B"|2014-01-01|"Adempas, Filmtabl 1 mg, 42 Stk"|"1288.67"|"1417.9"|"Y"|NA|"02.07.10."|"Riociguatum"|"33027"|"N"|"7680629030034"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"Bayer (Schweiz) AG"|NA|"20163"|"62903005"|"B"|2014-01-01|"Adempas, Filmtabl 1.5 mg, 42 Stk"|"1288.67"|"1417.9"|"Y"|NA|"02.07.10."|"Riociguatum"|"33029"|"N"|"7680629030058"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"Bayer (Schweiz) AG"|NA|"20163"|"62903006"|"B"|2014-01-01|"Adempas, Filmtabl 1.5 mg, 84 Stk"|"2577.34"|"2819.45"|"Y"|NA|"02.07.10."|"Riociguatum"|"33030"|"N"|"7680629030065"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"Bayer (Schweiz) AG"|NA|"20163"|"62903007"|"B"|2014-01-01|"Adempas, Filmtabl 2 mg, 42 Stk"|"1288.67"|"1417.9"|"Y"|NA|"02.07.10."|"Riociguatum"|"33031"|"N"|"7680629030072"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"Bayer (Schweiz) AG"|NA|"20163"|"62903008"|"B"|2014-01-01|"Adempas, Filmtabl 2 mg, 84 Stk"|"2577.34"|"2819.45"|"Y"|NA|"02.07.10."|"Riociguatum"|"33032"|"N"|"7680629030089"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"Bayer (Schweiz) AG"|NA|"20163"|"62903009"|"B"|2014-01-01|"Adempas, Filmtabl 2.5 mg, 42 Stk"|"1288.67"|"1417.9"|"Y"|NA|"02.07.10."|"Riociguatum"|"33033"|"N"|"7680629030096"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"Bayer (Schweiz) AG"|NA|"20163"|"62903010"|"B"|2014-01-01|"Adempas, Filmtabl 2.5 mg, 84 Stk"|"2577.34"|"2819.45"|"Y"|NA|"02.07.10."|"Riociguatum"|"33034"|"N"|"7680629030102"|"C02KX05"|"3299"|"Adempas Oral"|"N"|NA|NA|NA|NA|2022-12-01|"62903"
"A. Menarini GmbH"|NA|"20531"|"65851001"|"B"|2016-11-01|"Adenuric, Filmtabl 80 mg, 14 Stk"|"12.88"|"30.4"|"Y"|NA|"07.11.30."|"Febuxostatum"|"36908"|"N"|"7680658510019"|"M04AA03"|"3705"|"Adenuric Oral"|"N"|NA|NA|NA|NA|2020-12-01|"65851"
"A. Menarini GmbH"|NA|"20531"|"65851002"|"B"|2016-11-01|"Adenuric, Filmtabl 80 mg, 28 Stk"|"25.43"|"44.05"|"Y"|NA|"07.11.30."|"Febuxostatum"|"36909"|"N"|"7680658510026"|"M04AA03"|"3705"|"Adenuric Oral"|"N"|NA|NA|NA|NA|2020-12-01|"65851"
"A. Menarini GmbH"|NA|"20531"|"65851003"|"B"|2016-11-01|"Adenuric, Filmtabl 80 mg, 98 Stk"|"82.57"|"106.2"|"Y"|NA|"07.11.30."|"Febuxostatum"|"36910"|"N"|"7680658510033"|"M04AA03"|"3705"|"Adenuric Oral"|"N"|NA|NA|NA|NA|2020-12-01|"65851"
"medeo AG"|NA|"17103"|"52538025"|"A"|1999-06-01|"AdreView Iobenguane (I-123), Inj Lös, 37 MBq"|NA|"335.3"|NA|NA|"17.01."|"Iobenguanum (123I)"|"23225"|"N"|"7680525380257"|"V09IX01"|"32"|"AdreView Parenteral"|"N"|NA|NA|NA|NA|1999-06-01|"52538"
"Pfizer AG"|NA|"15691"|"50357015"|"A"|1991-03-15|"Adriblastin RD, Trockensub 10 mg c solv, Durchstf 1 Stk"|"14.6"|"32.1"|NA|NA|"07.16.10."|"Doxorubicini hydrochloridum"|"160"|"N"|"7680503570151"|"L01DB01"|"33"|"Adriblastin Parenteral"|"N"|NA|NA|NA|NA|2023-12-01|"50357"
"Pfizer AG"|NA|"15691"|"50357001"|"A"|2022-07-01|"Adriblastin RD, Trockensub 50 mg c Solv, Durchstf 1 Stk"|"73"|"94.7"|NA|NA|"07.16.10."|"Doxorubicini hydrochloridum"|"42584"|"N"|"7680503570014"|"L01DB01"|"33"|"Adriblastin Parenteral"|"N"|NA|NA|NA|NA|2023-12-01|"50357"
"Pfizer AG"|"O"|"15876"|"50358054"|"A"|2002-04-01|"Adriblastin Sol, Inj Lös 10 mg/5ml, Cytosafe 5 ml"|"12.16"|"29.6"|NA|NA|"07.16.10."|"Doxorubicini hydrochloridum"|"13426"|"N"|"7680503580549"|"L01DB01"|"33"|"Adriblastin Parenteral"|"N"|NA|NA|NA|NA|2024-12-01|"50358"
"Pfizer AG"|"O"|"15876"|"50358062"|"A"|2002-04-01|"Adriblastin Sol, Inj Lös 20 mg/10ml, Cytosafe 10 ml"|"33.03"|"52.35"|NA|NA|"07.16.10."|"Doxorubicini hydrochloridum"|"13427"|"N"|"7680503580624"|"L01DB01"|"33"|"Adriblastin Parenteral"|"N"|NA|NA|NA|NA|2011-01-01|"50358"
"Pfizer AG"|"O"|"15876"|"50358070"|"A"|2002-04-01|"Adriblastin Sol, Inj Lös 50 mg/25ml, 2 Cytosafe 25 ml"|"121.65"|"148.7"|NA|NA|"07.16.10."|"Doxorubicini hydrochloridum"|"13428"|"N"|"7680503580709"|"L01DB01"|"33"|"Adriblastin Parenteral"|"N"|NA|NA|NA|NA|2024-12-01|"50358"
"LEO Pharmaceutical Products Sarath Ltd."|NA|"21367"|"68229001"|"B"|2022-06-01|"Adtralza, Inj Lös 150 mg/ml, 2 x 2 Fertspr"|"1016.07"|"1121.45"|"Y"|NA|"07.15."|"Tralokinumabum"|"42552"|"N"|"7680682290017"|"D11AH07"|"4429"|"Adtralza Parenteral"|"N"|NA|NA|NA|NA|2024-06-01|"68229"
"Astellas Pharma AG"|NA|"19771"|"58809002"|"A"|2012-05-01|"Advagraf, Ret Kaps 0.5 mg, 50 Stk"|"66.61"|"88.85"|NA|NA|"07.15."|"Tacrolimusum"|"30529"|"N"|"7680588090025"|"L04AD02"|"2982"|"Advagraf OralRetard"|"N"|NA|NA|NA|NA|2022-10-01|"58809"
"Astellas Pharma AG"|NA|"19771"|"58809004"|"A"|2012-05-01|"Advagraf, Ret Kaps 1 mg, 50 Stk"|"114.75"|"141.2"|NA|NA|"07.15."|"Tacrolimusum"|"30530"|"N"|"7680588090049"|"L04AD02"|"2982"|"Advagraf OralRetard"|"N"|NA|NA|NA|NA|2021-07-01|"58809"
"Astellas Pharma AG"|NA|"19771"|"58809009"|"A"|2013-08-01|"Advagraf, Ret Kaps 3 mg, 50 Stk"|"317.87"|"362.1"|NA|NA|"07.15."|"Tacrolimusum"|"32301"|"N"|"7680588090094"|"L04AD02"|"2982"|"Advagraf OralRetard"|"N"|NA|NA|NA|NA|2021-07-01|"58809"
"Astellas Pharma AG"|NA|"19771"|"58809008"|"A"|2012-05-01|"Advagraf, Ret Kaps 5 mg, 50 Stk"|"513.52"|"574.9"|NA|NA|"07.15."|"Tacrolimusum"|"30531"|"N"|"7680588090087"|"L04AD02"|"2982"|"Advagraf OralRetard"|"N"|NA|NA|NA|NA|2021-07-01|"58809"
"LEO Pharmaceutical Products Sarath Ltd."|NA|"15967"|"51177029"|"B"|1992-03-15|"Advantan, Creme 0.1 %, 30 g"|"5.43"|"15.15"|NA|NA|"10.05.10."|"Methylprednisoloni aceponas"|"171"|"N"|"7680511770291"|"D07AC14"|"34"|"Advantan Topisch"|"N"|NA|NA|NA|NA|2024-12-01|"51177"
"LEO Pharmaceutical Products Sarath Ltd."|NA|"15968"|"51178025"|"B"|1992-03-15|"Advantan, Salbe 0.1 %, 30 g"|"5.43"|"15.15"|NA|NA|"10.05.10."|"Methylprednisoloni aceponas"|"175"|"N"|"7680511780252"|"D07AC14"|"34"|"Advantan Topisch"|"N"|NA|NA|NA|NA|2024-12-01|"51178"
"Takeda Pharma AG"|NA|"18009"|"56352017"|"B"|2004-04-15|"Advate, Trockensub 250 IE c Solv 2 ml, Durchstf 1 Stk"|"181.59"|"227.35"|"Y"|NA|"06.01.10."|"Octocogum alfa"|"35667"|"N"|"7680563520172"|"B02BD02"|"35"|"Advate Parenteral"|"Y"|NA|NA|NA|NA|2024-12-01|"56352"
"Takeda Pharma AG"|NA|"18009"|"56352018"|"B"|2004-04-15|"Advate, Trockensub 500 IE c Solv 2 ml, Durchstf 1 Stk"|"362.09"|"412.55"|"Y"|NA|"06.01.10."|"Octocogum alfa"|"35669"|"N"|"7680563520189"|"B02BD02"|"35"|"Advate Parenteral"|"Y"|NA|NA|NA|NA|2024-12-01|"56352"
"Takeda Pharma AG"|NA|"18009"|"56352019"|"B"|2004-04-15|"Advate, Trockensub 1000 IE c Solv 2 ml, Durchstf 1 Stk"|"723.83"|"783.7"|"Y"|NA|"06.01.10."|"Octocogum alfa"|"35664"|"N"|"7680563520196"|"B02BD02"|"35"|"Advate Parenteral"|"Y"|NA|NA|NA|NA|2024-12-01|"56352"
"Takeda Pharma AG"|NA|"18009"|"56352020"|"B"|2004-04-15|"Advate, Trockensub 1500 IE c Solv 2 ml, Durchstf 1 Stk"|"1084.09"|"1153.3"|"Y"|NA|"06.01.10."|"Octocogum alfa"|"35665"|"N"|"7680563520202"|"B02BD02"|"35"|"Advate Parenteral"|"Y"|NA|NA|NA|NA|2024-12-01|"56352"
"Takeda Pharma AG"|NA|"18009"|"56352015"|"B"|2009-01-01|"Advate, Trockensub 2000 IE c Solv 5 ml, Durchstf 1 Stk"|"1445.53"|"1524.15"|"Y"|NA|"06.01.10."|"Octocogum alfa"|"35666"|"N"|"7680563520158"|"B02BD02"|"35"|"Advate Parenteral"|"Y"|NA|NA|NA|NA|2024-12-01|"56352"
"Takeda Pharma AG"|NA|"18009"|"56352016"|"B"|2009-01-01|"Advate, Trockensub 3000 IE c Solv 5 ml, Durchstf 1 Stk"|"2168.27"|"2265.7"|"Y"|NA|"06.01.10."|"Octocogum alfa"|"35668"|"N"|"7680563520165"|"B02BD02"|"35"|"Advate Parenteral"|"Y"|NA|NA|NA|NA|2024-12-01|"56352"
"Takeda Pharma AG"|NA|"20527"|"65953016"|"B"|2021-02-01|"Adynovi, Trockensub 1500 IE cum Solv 2 ml, 1 Stk"|"1170.58"|"1242.05"|"Y"|NA|"06.01.10."|"Rurioctocogum alfa pegolum"|"41615"|"N"|"7680659530160"|"B02BD02"|"3737"|"Adynovi Parenteral"|"Y"|NA|NA|NA|NA|2025-02-01|"65953"
"Takeda Pharma AG"|NA|"20527"|"65953017"|"B"|2021-02-01|"Adynovi, Trockensub 3000 IE cum Solv 5 ml, 1 Stk"|"2341.16"|"2443.05"|"Y"|NA|"06.01.10."|"Rurioctocogum alfa pegolum"|"41616"|"N"|"7680659530177"|"B02BD02"|"3737"|"Adynovi Parenteral"|"Y"|NA|NA|NA|NA|2025-02-01|"65953"
"Takeda Pharma AG"|NA|"20527"|"65953010"|"B"|2022-04-01|"Adynovi, Trockensub 250 IE cum Solv 2 ml, Set 1 Stk"|"195.1"|"241.2"|"Y"|NA|"06.01.10."|"Rurioctocogum alfa pegolum"|"42407"|"N"|"7680659530108"|"B02BD02"|"3737"|"Adynovi Parenteral"|"Y"|NA|NA|NA|NA|2025-02-01|"65953"
"Takeda Pharma AG"|NA|"20527"|"65953012"|"B"|2022-04-01|"Adynovi, Trockensub 500 IE cum Solv 2 ml, Set 1 Stk"|"390.2"|"441.4"|"Y"|NA|"06.01.10."|"Rurioctocogum alfa pegolum"|"42408"|"N"|"7680659530122"|"B02BD02"|"3737"|"Adynovi Parenteral"|"Y"|NA|NA|NA|NA|2025-02-01|"65953"
"Takeda Pharma AG"|NA|"20527"|"65953014"|"B"|2022-04-01|"Adynovi, Trockensub 1000 IE cum Solv 2 ml, Set 1 Stk"|"780.4"|"841.75"|"Y"|NA|"06.01.10."|"Rurioctocogum alfa pegolum"|"42409"|"N"|"7680659530146"|"B02BD02"|"3737"|"Adynovi Parenteral"|"Y"|NA|NA|NA|NA|2025-02-01|"65953"
"Takeda Pharma AG"|NA|"20527"|"65953008"|"B"|2022-04-01|"Adynovi, Trockensub 2000 IE cum Solv 5 ml, Set 1 Stk"|"1560.77"|"1642.4"|"Y"|NA|"06.01.10."|"Rurioctocogum alfa pegolum"|"42410"|"N"|"7680659530085"|"B02BD02"|"3737"|"Adynovi Parenteral"|"Y"|NA|NA|NA|NA|2025-02-01|"65953"
"Organon GmbH"|"O"|"17673"|"55689002"|"D"|2002-01-01|"Aerius, Filmtabl 5 mg, 10 Stk"|"2.81"|"4.8"|NA|NA|"07.13.10."|"Desloratadinum"|"13265"|"N"|"7680556890022"|"R06AX27"|"36"|"Aerius Oral"|"N"|NA|NA|NA|NA|2024-12-01|"55689"
"Organon GmbH"|"O"|"17673"|"55689004"|"D"|2002-01-01|"Aerius, Filmtabl 5 mg, 30 Stk"|"8.17"|"14"|NA|NA|"07.13.10."|"Desloratadinum"|"13266"|"N"|"7680556890046"|"R06AX27"|"36"|"Aerius Oral"|"N"|NA|NA|NA|NA|2024-12-01|"55689"
"Organon GmbH"|"O"|"17673"|"55689001"|"D"|2020-12-01|"Aerius, Filmtabl 5 mg, 90 Stk"|"22.31"|"41.2"|NA|NA|"07.13.10."|"Desloratadinum"|"34913"|"N"|"7680556890015"|"R06AX27"|"36"|"Aerius Oral"|"N"|NA|NA|NA|NA|2024-12-01|"55689"
"A.Vogel AG"|"K"|"18270"|"57364001"|"D"|2005-09-01|"Aesculamed forte Venen, Filmtabl, Glas 20 Stk"|"6.51"|"12"|NA|NA|"52.08.10."|"Aescinum"|"43629"|"N"|"7680573640013"|"C05CX03"|"38"|"Aesculamed Oral"|"N"|NA|NA|NA|NA|2023-04-01|"57364"
"A.Vogel AG"|"K"|"18270"|"57364002"|"D"|2005-09-01|"Aesculamed forte Venen, Filmtabl, Glas 50 Stk"|"14.32"|"26.45"|NA|NA|"52.08.10."|"Aescinum"|"43630"|"N"|"7680573640020"|"C05CX03"|"38"|"Aesculamed Oral"|"N"|NA|NA|NA|NA|2023-04-01|"57364"
