"ZULASSUNGSNUMMER","PRAEPARATENAME","ARZNEIFORM","ATC_CODE","HEILMITTEL_CODE","ZULASSUNGSSTATUS","ZULASSUNGSKATEGORIE","ERSTZULASSUNGSDATUM","BASIS_ZULASSUNGSNUMMER","ABGABEKATEGORIE","IT_NUMMER","ANWENDUNGSGEBIET","ABLAUFDATUM","CHARGENFREIGABE_PFLICHT","EINZELEINFUHR_BEWILLIG_PFLICHT","Praep_Name","anz","ZULASSUNGSINHABERIN"
62281,"Inlyta, Filmtabletten","FILM","L01EK01","S","Z","",2012-04-10,"","A","07.16.1.","Nierenzellkarzinom",9999-12-31,"","","inlyta",NA,"Pfizer AG"
61556,"Clindamycin Pfizer, Hartkapseln","KAHA","J01FF01","S","Z","C",2011-03-10,"35438","A","08.01.92","Infektionskrankheiten",9999-12-31,"","","clindamycin pfizer",2,"Pfizer AG"
61630,"Fluconazol Pfizer, Kapseln","KAPS","J02AC01","S","Z","C",2010-10-06,"49503","B","08.06.0.","Antimykotikum",2025-09-30,"","","fluconazol pfizer",NA,"Pfizer AG"
61897,"Clindamycin Pfizer, Granulat zur Herstellung einer Lösung zum Einnehmen","GRAL","J01FF01","S","Z","C",2011-03-10,"37905","A","08.01.92","Infektionskrankheiten",9999-12-31,"","","clindamycin pfizer",2,"Pfizer AG"
61898,"Clindamycin Phosphat Pfizer i.v./i.m., Injektionslösung","LSPA","J01FF01","S","Z","C",2011-03-10,"38978","A","08.01.92","Infektionskrankheiten",9999-12-31,"","","clindamycin phosphat pfizer i.v./i.m.",NA,"Pfizer AG"
62074,"Sayana, Injektionssuspension","SUPA","G03AC06","S","Z","",2012-04-05,"","B","09.02.1.","Parenterales Kontrazeptivum",2025-09-30,"","","sayana",NA,"Pfizer AG"
62131,"Xalkori, Hartkapseln","KAHA","L01ED01","S","Z","",2012-03-05,"","A","07.16.1.","Onkologikum",9999-12-31,"","","xalkori",2,"Pfizer AG"
62270,"Bosulif, Filmtabletten","FILM","L01EA04","S","Z","",2013-12-11,"","A","07.16.1.","Onkologikum",9999-12-31,"","","bosulif",NA,"Pfizer AG"
66252,"Linezolid Pfizer, lnfusionslösung","LSINF","J01XX08","S","Z","C",2016-06-09,"55560","A","08.01.9.","Infektionskrankheiten",9999-12-31,"","","linezolid pfizer",3,"Pfizer AG"
46279,"Arkocaps Aubépine 350 mg, gélules","KAPS","C01EB04","P","Z","",1986-07-08,"","D","02.98.0.","",9999-12-31,"","","arkocaps aubépine 350 mg",NA,"Arko Diffusion AG"
66253,"Linezolid Pfizer, Filmtabletten","FILM","J01XX08","S","Z","C",2016-06-09,"55558","A","08.01.9.","Infektionskrankheiten",9999-12-31,"","","linezolid pfizer",3,"Pfizer AG"
66879,"Mylotarg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","PULPI","L01FX02","BT","Z","",2019-12-05,"","A","07.16.1.","akute myeloische Leukämie",9999-12-31,"","","mylotarg",2,"Pfizer AG"
66890,"Zavicefta, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","PULPA","J01DD52","S","Z","",2019-06-05,"","A","08.01.93","Infektionskrankheiten",9999-12-31,"","","zavicefta",NA,"Pfizer AG"
66941,"Lorviqua, Filmtabletten","FILM","L01ED05","S","Z","",2020-02-19,"","A","07.16.1.","Nicht kleinzelliges Lungenkarzinom (non small cell lung cancer, NSCLC)",9999-12-31,"","","lorviqua",NA,"Pfizer AG"
66975,"Trazimera, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung","LSPA","L01FD01","BT","Z","",2019-04-18,"55065","A","07.16.1.","Metastasiertes Mammakarzinom, Mammakarzinom im Frühstadium, Magenkarzinom und Karzinom des gastroösophagealen Übergangs",9999-12-31,"","","trazimera",NA,"Pfizer AG"
67083,"Vyndaqel 20 mg, Weichkapseln","KAPWE","N07XX08","S","Z","",2020-03-05,"","B","01.99.0.","Behandlung der Transthyretin-Amyloidose bei erwachsenen Patienten mit Wildtyp- oder hereditärer Kardiomyopathie",9999-12-31,"","","vyndaqel 20 mg",NA,"Pfizer AG"
67141,"Talzenna, Hartkapseln","KAPS","L01XK04","S","Z","",2019-12-12,"","A","07.16.1.","Lokal fortgeschrittenes oder metastasiertes HER2-negatives Mammakarzinom mit einer Keimbahn-BRCA-Mutation, nach einer Anthracyclin- und/oder einer Taxan-Behandlung entweder in neoadjuvanter, adjuvanter oder lokal fortgeschrittener/metastasierter Situation; in Kombination mit Enzalutamid: metastasiertes, kastrationsresistentes Prostatakarzinom mit Mutationen in homologen Rekombinationsreparaturgenen ([HRR] Gen-mutiert), wenn eine Chemotherapie klinisch nicht indiziert ist.",9999-12-31,"","","talzenna",NA,"Pfizer AG"
67501,"Zirabev, Konzentrat zur Herstellung einer lnfusionslösung","KOINF","L01FG01","BT","Z","",2020-05-10,"56922","A","07.16.1.","Onkologikum",9999-12-31,"","","zirabev",NA,"Pfizer AG"
67518,"Vyndaqel 61 mg, Weichkapseln","KAPWE","N07XX08","S","Z","",2020-03-05,"","B","01.99.0.","Behandlung der Transthyretin-Amyloidose bei erwachsenen Patienten mit Wildtyp- oder hereditärer Kardiomyopathie",9999-12-31,"","","vyndaqel 61 mg",NA,"Pfizer AG"
67573,"Anidulafungin Pfizer 100 mg, Pulver zur Herstellung einer Infusionslösung","PULP","J02AX06","S","Z","C",2019-09-03,"58325","A","08.06.0.","Antimykotikum",9999-12-31,"","","anidulafungin pfizer 100 mg",NA,"Pfizer AG"
67831,"Abrilada, Injektionslösung im Fertigpen","INLFP","L04AB04","BT","Z","",2020-12-02,"","B","07.15.0.","Rheumatoide Arthritis, Polyartikuläre juvenile Arthritis, Psoriasis-Arthritis, Ankylosierende Spondylitis, Morbus Crohn bei Erwachsenen, Kindern und Jugendlichen, Colitis ulcerosa, Psoriasis bei Erwachsenen, Uveitis",2025-12-01,"","","abrilada",2,"Pfizer AG"
67832,"Abrilada, Injektionslösung in einer Fertigspritze","INLFS","L04AB04","BT","Z","",2020-12-02,"56221","B","07.15.0.","Rheumatoide Arthritis, Polyartikuläre juvenile Arthritis, Psoriasis-Arthritis, Ankylosierende Spondylitis, Morbus Crohn bei Erwachsenen, Kindern und Jugendlichen, Colitis ulcerosa, Psoriasis bei Erwachsenen, Uveitis",2025-12-01,"","","abrilada",2,"Pfizer AG"
50063,"Spedifen, granulare","GRAL","M01AE01","S","Z","",1990-03-26,"","B","07.10.1.","",9999-12-31,"","","spedifen",NA,"Zambon Svizzera SA"
51037,"Rinofluimucil, spray nasale","NASSL","R01AB08","S","Z","",1990-05-25,"","D","12.02.2.","",9999-12-31,"","","rinofluimucil",NA,"Zambon Svizzera SA"
52785,"Importal, soluzione orale","LSOR","A06AD12","S","Z","",1994-07-25,"","D","04.08.12","",9999-12-31,"","","importal",2,"Zambon Svizzera SA"
53616,"Dolo-Spedifen 200, compresse","TAB","M01AE01","S","Z","",1997-10-30,"","D","07.10.1.","",9999-12-31,"","","dolo-spedifen 200",NA,"Zambon Svizzera SA"
54036,"Biostimol, Trinklösung","LSOR","A13A","S","Z","",1996-10-24,"","D","07.98.0.","",9999-12-31,"","","biostimol",NA,"Zambon Svizzera SA"
54081,"Fluimucil tosse grassa, sciroppo pronto all'uso","SIRU","R05CB01","S","Z","",1997-08-26,"","D","03.02.0.","",9999-12-31,"","","fluimucil tosse grassa",5,"Zambon Svizzera SA"
54774,"Fluimucil Sugar, granulato","GRAL","R05CB01","S","Z","",1998-11-30,"","D","03.02.0.","",9999-12-31,"","","fluimucil sugar",NA,"Zambon Svizzera SA"
54878,"Dolo-Spedifen, granulare","GRAL","M01AE01","S","Z","",1998-06-16,"","D","07.10.1.","",9999-12-31,"","","dolo-spedifen",NA,"Zambon Svizzera SA"
55151,"Virucalm, crema","CREM","D06BB03","S","Z","",2000-09-22,"","D","10.09.3.","",9999-12-31,"","","virucalm",NA,"Zambon Svizzera SA"
55604,"Fluimucil tosse grassa, compresse linguali","SCHM","R05CB01","S","Z","",2001-05-10,"","D","03.02.0.","Mukolytikum",9999-12-31,"","","fluimucil tosse grassa",5,"Zambon Svizzera SA"
55677,"Spedifen 400, compresse pellicolari","FILM","M01AE01","S","Z","",2001-03-28,"","B","07.10.1.","",9999-12-31,"","","spedifen 400",NA,"Zambon Svizzera SA"
56720,"Dolo-Spedifen forte 400, compresse pellicolari","FILM","M01AE01","S","Z","",2003-04-17,"","D","07.10.1.","",9999-12-31,"","","dolo-spedifen forte 400",NA,"Zambon Svizzera SA"
57256,"Fluimucil Grippe Day & Night, compresse effervescenti","BRAT","N02BE51","S","Z","",2006-07-28,"","D","01.01.2.","",9999-12-31,"","","fluimucil grippe day & night",NA,"Zambon Svizzera SA"
57279,"Fluimucil, compresse","TAB","R05CB01","S","Z","",2005-09-23,"","B/D","03.02.0.","",9999-12-31,"","","fluimucil",3,"Zambon Svizzera SA"
57336,"Fluimucil tosse grassa, granulato","GRAL","R05CB01","S","Z","",2005-02-03,"","D","03.02.0.","",9999-12-31,"","","fluimucil tosse grassa",5,"Zambon Svizzera SA"
49298,"Monuril, granulato per soluzione orale in bustina","GRAL","J01XX01","S","Z","",1988-06-02,"","A","08.01.9.","",9999-12-31,"","","monuril",NA,"Zambon Svizzera SA"
57337,"Fluimucil tosse grassa, compresse effervescenti","BRAT","R05CB01","S","Z","",2005-02-03,"","D","03.02.0.","",9999-12-31,"","","fluimucil tosse grassa",5,"Zambon Svizzera SA"
47572,"Perenterol, Polvere per sospensione orale","PULS","A07FA02","P","Z","",1990-09-21,"","B/D","04.09.0.","",9999-12-31,"","","perenterol",NA,"Zambon Svizzera SA"
47105,"Rinoral, capsula rigida a rilascio prolungato","RETH","R01BA02","S","Z","",1986-01-07,"","B","12.02.6.","",9999-12-31,"","","rinoral",NA,"Zambon Svizzera SA"
65893,"Enstilar, Schaum zur Anwendung auf der Haut","SCHK","D05AX52","S","Z","",2016-10-07,"","B","10.03.0.","Psoriasis vulgaris",9999-12-31,"","","enstilar",NA,"Leo Pharmaceutical Products Sarath Ltd."
31954,"Fluimucil 20%, soluzione per infusione","LSPA","V03AB23","S","Z","",1966-06-23,"","B","15.01.0.","",9999-12-31,"","","fluimucil 20%",NA,"Zambon Svizzera SA"
31957,"Panotile, gocce otologiche","OHRT","S02CA07","S","Z","",1970-09-18,"","A","12.01.3.","",9999-12-31,"","","panotile",NA,"Zambon Svizzera SA"
34735,"Otipax, liquido","OHRT","S02DA01","S","Z","",1970-02-06,"","D","12.01.1.","",9999-12-31,"","","otipax",NA,"Zambon Svizzera SA"
37561,"Fluimucil, granulato per soluzione orale","GRAL","R05CB01","S","Z","",1972-11-22,"","B/D","03.02.0.","",9999-12-31,"","","fluimucil",3,"Zambon Svizzera SA"
41874,"Ursochol, compresse","TAB","A05AA02","S","Z","",1979-05-28,"","B","04.99.0.","",9999-12-31,"","","ursochol",NA,"Zambon Svizzera SA"
42343,"Nitux, sciroppo","SIRU","R05DB25","S","Z","",1979-12-07,"","D","03.01.2.","",9999-12-31,"","","nitux",NA,"Zambon Svizzera SA"
45179,"Fluimucil, compresse effervescenti","BRAT","R05CB01","S","Z","",1983-04-27,"","B/D","03.02.0.","",9999-12-31,"","","fluimucil",3,"Zambon Svizzera SA"
46787,"Importal, polvere orale","PULOR","A06AD12","S","Z","",1985-09-03,"","D","04.08.12","",9999-12-31,"","","importal",2,"Zambon Svizzera SA"
47571,"Perenterol 250, Kapseln","KAPS","A07FA02","P","Z","",1990-09-21,"","D","04.09.0.","",9999-12-31,"","","perenterol 250",NA,"Zambon Svizzera SA"
61201,"Daivobet, Gel","GELK","D05AX52","S","Z","",2011-02-02,"","B","10.03.0.","Psoriasis",9999-12-31,"","","daivobet",2,"Leo Pharmaceutical Products Sarath Ltd."
59285,"Arlevert, compresse","TAB","N07CA52","S","Z","",2009-12-18,"","B","02.06.2.","",9999-12-31,"","","arlevert",NA,"Zambon Svizzera SA"
60114,"Perenterol travel, Capsula","KAPS","A07FA02","P","Z","",2010-09-09,"","D","04.09.0.","",9999-12-31,"","","perenterol travel",NA,"Zambon Svizzera SA"
62765,"Laxipeg, Polvere per soluzione orale","PULO","A06AD15","S","Z","",2013-10-17,"","D","04.08.11","",9999-12-31,"","","laxipeg",NA,"Zambon Svizzera SA"
65360,"Xadago, compresse rivestite con film","FILM","N04BD03","S","Z","",2015-11-12,"","B","01.08.0.","",9999-12-31,"","","xadago",NA,"Zambon Svizzera SA"
65500,"Fluimucil tosse grassa, compresse","TAB","R05CB01","S","Z","",2015-03-26,"","D","03.02.0.","",9999-12-31,"","","fluimucil tosse grassa",5,"Zambon Svizzera SA"
65610,"Tadim, Polvere per soluzione per nebulizzatore","PULV","J01XB01","S","Z","",2016-06-30,"","A","08.01.9.","",9999-12-31,"","","tadim",NA,"Zambon Svizzera SA"
66528,"Diacomit, capsule","KAPS","N03AX17","S","Z","",2018-07-24,"","B","01.07.1.","Diacomit ist indiziert als Zusatztherapie für die Anwendung in Verbindung mit Clobazam und Valproat bei refraktären generalisierten tonisch-klonischen Anfällen bei Patienten mit schwerer myoklonischer Epilepsie im Kindesalter (SMEI, Dravet-Syndrom), deren Anfälle mit Clobazam und Valproat nicht angemessen kontrolliert werden können.",9999-12-31,"","","diacomit",2,"Zambon Svizzera SA"
66529,"Diacomit, polvere per sospensione orale in bustine","PULO","N03AX17","S","Z","",2018-07-24,"","B","01.07.1.","Diacomit ist indiziert als Zusatztherapie für die Anwendung in Verbindung mit Clobazam und Valproat bei refraktären generalisierten tonisch-klonischen Anfällen bei Patienten mit schwerer myoklonischer Epilepsie im Kindesalter (SMEI, Dravet-Syndrom), deren Anfälle mit Clobazam und Valproat nicht angemessen kontrolliert werden können.",9999-12-31,"","","diacomit",2,"Zambon Svizzera SA"
66860,"Fluimucil 10 %, soluzione iniettabile","LSIN","R05CB01","S","Z","",2017-12-21,"","B","03.02.0.","",9999-12-31,"","","fluimucil 10 %",NA,"Zambon Svizzera SA"
49219,"Soporin Schlaftropfen, Tropfen zum Einnehmen","TROL","N05CX","P","Z","",1988-03-04,"","D","01.04.2.","Bei Einschlafschwierigkeiten",9999-12-31,"","","soporin schlaftropfen",NA,"Herbamed AG"
49623,"Contusin, Gel","GELK","M02AX10","P","Z","",1993-05-03,"","E","07.10.4.","Einreibemittel bei stumpfen Traumen",9999-12-31,"","","contusin",NA,"Herbamed AG"
57952,"Vigor Eleutherococcus, Kapseln","KAPWE","A13A","P","Z","",2009-11-04,"","D","07.98.0.","traditionsgemäss als Tonikum zur Stärkung und Kräftigung bei Müdigkeit- und Schwächegefühl, bei nachlassender Leistungs- und Konzentrationsfähigkeit sowie in der Rekonvaleszenz",9999-12-31,"","","vigor eleutherococcus",NA,"Herbamed AG"
58786,"Xamiol, Gel","GELK","D05AX52","S","Z","",2008-09-04,"","B","10.03.0.","Psoriasis",9999-12-31,"","","xamiol",NA,"Leo Pharmaceutical Products Sarath Ltd."
55800,"Daivobet, Salbe","SALB","D05AX52","S","Z","",2002-03-18,"","B","10.03.0.","Psoriasis",9999-12-31,"","","daivobet",2,"Leo Pharmaceutical Products Sarath Ltd."
36527,"ferro sanol, gélules à libération modifiée","KAVW","B03AA01","S","Z","",1971-07-16,"","D","06.07.1.","",9999-12-31,"","","ferro sanol",NA,"UCB-Pharma SA"
40502,"Nootropil, Filmtabletten","FILM","N06BX03","S","Z","",1977-04-13,"","B","01.99.0.","",9999-12-31,"","","nootropil",2,"UCB-Pharma SA"
48143,"Zyrtec, comprimés pelliculés","FILM","R06AE07","S","Z","",1989-07-28,"","B/D","07.13.1.","",9999-12-31,"","","zyrtec",2,"UCB-Pharma SA"
52700,"Zyrtec, gouttes buvables","TROL","R06AE07","S","Z","",1994-09-06,"","B/D","07.13.1.","Antiallergikum",9999-12-31,"","","zyrtec",2,"UCB-Pharma SA"
54650,"Nootropil, Solution buvable","LSOR","N06BX03","S","Z","",2005-04-21,"","B","01.99.0.","",9999-12-31,"","","nootropil",2,"UCB-Pharma SA"
21871,"Atarax, comprimés pelliculés","FILM","N05BB01","S","Z","",1956-09-20,"","B","01.04.1.","",9999-12-31,"","","atarax",2,"UCB-Pharma SA"
59005,"Intron A Spanien, gebrauchsfertige, HSA-freie Injektionslösung","LSPA","L03AB05","BT","BA","",NA,"","A","07.16.1.","Adjuvante Therapie des malignen Melanoms mit hohem Rezidivrisiko (Breslow-Index >4 mm und/oder positive Lymphknoten) bei Patienten,die nach chirurgischer Entfernung des Melanoms tumorfrei sind. Der Therapiebeginn sollte postoperativ innerhalb von 56 Tagen erfolgen.",2008-06-17,"","","intron a spanien",NA,"Essex Chemie AG"
61348,"N-Acetylcysteine Alpex, Compresse effervescenti","BRAT","R05CB01","S","Z","",2011-06-01,"","B/D","03.02.0.","",9999-12-31,"","","n-acetylcysteine alpex",NA,"Alpex Pharma SA"
58266,"DigiFab, Lyophilisat","PULPA","V03AB24","BT","BA","",NA,"","B","15.01.0.","",2010-06-30,"","","digifab",2,"ProReo Pharma AG"
27096,"Atarax, Sirup","SIRU","N05BB01","S","Z","",1961-08-15,"","B","01.04.1.","",9999-12-31,"","","atarax",2,"UCB-Pharma SA"
55847,"Protopic, Salbe","SALB","D11AH01","S","Z","",2001-12-12,"","B","10.04.0.","Atopische Dermatitis",9999-12-31,"","","protopic",NA,"Leo Pharmaceutical Products Sarath Ltd."
55297,"Keppra, comprimés pelliculés","FILM","N03AX14","S","Z","",2000-03-29,"","B","01.07.1.","Antiepileptikum",9999-12-31,"","","keppra",NA,"UCB-Pharma SA"
55754,"Xyzal, comprimés pelliculés","FILM","R06AE09","S","Z","",2001-09-26,"","B","07.13.1.","",9999-12-31,"","","xyzal",2,"UCB-Pharma SA"
42496,"Travocort, Crème","CREM","D01AC20","S","Z","",1980-02-19,"","B","10.05.2.","Hautmykosen",9999-12-31,"","","travocort",NA,"Leo Pharmaceutical Products Sarath Ltd."
46897,"Fucicort, Crème","CREM","D07CC01","S","Z","",1986-07-04,"","B","10.05.2.","Entzündliche, sekundär bakteriell infizierte Dermatosen",9999-12-31,"","","fucicort",NA,"Leo Pharmaceutical Products Sarath Ltd."
46898,"Fucidin, Creme","CREM","D06AX01","S","Z","",1985-11-07,"","B","10.09.2.","Bakterielle Hautinfektionen",9999-12-31,"","","fucidin",3,"Leo Pharmaceutical Products Sarath Ltd."
50262,"Skinoren, Crème","CREM","D10AX03","S","Z","",1990-03-13,"","B","10.02.0.","Acne vulgaris",9999-12-31,"","","skinoren",NA,"Leo Pharmaceutical Products Sarath Ltd."
51177,"Advantan, Crème","CREM","D07AC14","S","Z","",1991-12-19,"","B","10.05.1.","Nicht infizierte, entzündliche Dermatosen",9999-12-31,"","","advantan",2,"Leo Pharmaceutical Products Sarath Ltd."
51178,"Advantan, Salbe","SALB","D07AC14","S","Z","",1991-12-19,"","B","10.05.1.","Nicht infizierte, entzündliche Dermatosen",9999-12-31,"","","advantan",2,"Leo Pharmaceutical Products Sarath Ltd."
51179,"Advantan Fettsalbe, Salbe","SALB","D07AC14","S","Z","",1991-12-19,"","B","10.05.1.","Nicht infizierte, entzündliche Dermatosen",9999-12-31,"","","advantan fettsalbe",NA,"Leo Pharmaceutical Products Sarath Ltd."
52585,"Locoid Crelo, Emulsion","EMUK","D07AB02","S","Z","",1994-06-28,"","B","10.05.1.","Lokalbehandlung der Psoriasis, insbesondere der Kopfhaut, sowie der akuten und subakuten Ekzemformen",9999-12-31,"","","locoid crelo",NA,"Cheplapharm Schweiz GmbH"
54283,"Fucidin H, Crème","CREM","D07CA01","S","Z","",1998-02-12,"","B","10.05.2.","Sekundär bakteriell infizierte, entzündliche Dermatosen leichten bis mittleren Grades",9999-12-31,"","","fucidin h",NA,"Leo Pharmaceutical Products Sarath Ltd."
36481,"Locoid, Creme","CREM","D07AB02","S","Z","",1973-11-01,"","B","10.05.1.","Hautkrankheiten ekzematöser, entzündlicher oder allergischer Genese",9999-12-31,"","","locoid",NA,"Cheplapharm Schweiz GmbH"
34370,"Fucidin, Salbe","SALB","D06AX01","S","Z","",1968-10-01,"","B","10.09.2.","Bakterielle Hautinfektionen",9999-12-31,"","","fucidin",3,"Leo Pharmaceutical Products Sarath Ltd."
56711,"Xyzal, gouttes","TROL","R06AE09","S","Z","",2003-12-11,"","B","07.13.1.","",9999-12-31,"","","xyzal",2,"UCB-Pharma SA"
57184,"Xyrem, Solution buvable","LSOR","N07XX04","S","Z","",2006-06-09,"","A+","01.10.2.","",9999-12-31,"","","xyrem",NA,"UCB-Pharma SA"
57417,"Neupro, dispositif transdermique","TRAP","N04BC09","S","Z","",2006-09-27,"","B","01.08.0.","",9999-12-31,"","","neupro",NA,"UCB-Pharma SA"
57489,"Keppra 100 mg/ml, solution buvable","LSOR","N03AX14","S","Z","",2006-04-24,"","B","01.07.1.","",9999-12-31,"","","keppra 100 mg/ml",NA,"UCB-Pharma SA"
57519,"Keppra 500 mg/5 ml, solution à diluer pour perfusion","KOINF","N03AX14","S","Z","",2008-05-30,"","B","01.07.1.","",9999-12-31,"","","keppra 500 mg/5 ml",NA,"UCB-Pharma SA"
59002,"Vimpat, comprimés pelliculés","FILM","N03AX18","S","Z","",2009-08-28,"","B","01.07.1.","",9999-12-31,"","","vimpat",3,"UCB-Pharma SA"
59003,"Vimpat, sirop","SIRU","N03AX18","S","Z","",2009-08-28,"","B","01.07.1.","",9999-12-31,"","","vimpat",3,"UCB-Pharma SA"
59004,"Vimpat, solution pour perfusion","LSPA","N03AX18","S","Z","",2009-08-28,"","B","01.07.1.","",9999-12-31,"","","vimpat",3,"UCB-Pharma SA"
60096,"Cimzia, solution injectable","LSPA","L04AB05","BT","Z","",2010-06-11,"","B","07.15.0.","Morbus Crohn, Rheumatoide Arthritis, Psoriatische Arthritis, axiale Spondyloarthritis inkl. ankylosierende Spondylitis und nicht-röntgenologische axiale Spondyloarthritis, Plaque Psoriasis be Erwachsenen",9999-12-31,"","","cimzia",NA,"UCB-Pharma SA"
65830,"Briviact, solution injectable","LSPA","N03AX23","S","Z","",2016-10-06,"","B","01.07.1.","",9999-12-31,"","","briviact",3,"UCB-Pharma SA"
65831,"Briviact, comprimés pelliculés","FILM","N03AX23","S","Z","",2016-10-06,"","B","01.07.1.","",9999-12-31,"","","briviact",3,"UCB-Pharma SA"
65832,"Briviact, solution buvable","LSOR","N03AX23","S","Z","",2016-10-06,"","B","01.07.1.","",9999-12-31,"","","briviact",3,"UCB-Pharma SA"
66590,"Cimzia AutoClicks, solution injectable en stylo prérempli","LSPA","L04AB05","BT","Z","",2017-10-04,"","B","07.15.0.","Morbus Crohn, Rheumatoide Arthritis, Psoriatische Arthritis, axiale Spondyloarthritis inkl. ankylosierende Spondylitis und nicht-röntgenologische axiale Spondyloarthritis, Plaque Psoriasis bei Erwachsenen",9999-12-31,"","","cimzia autoclicks",NA,"UCB-Pharma SA"
67033,"Evenity, solution injectable en stylo prérempli","INLFP","M05BX06","BT","Z","",2020-07-01,"","B","07.99.0.","",2029-07-18,"","","evenity",2,"UCB-Pharma SA"
67034,"Evenity, solution injectable en seringue préremplie","INLFS","M05BX06","BT","BA","",2020-07-01,"","B","07.99.0.","",2023-08-31,"","","evenity",2,"UCB-Pharma SA"
34371,"Fucidin, Filmtabletten","TAB","J01XC01","S","Z","",1968-08-21,"","B","08.01.9.","Infektionskrankheiten",9999-12-31,"","","fucidin",3,"Leo Pharmaceutical Products Sarath Ltd."
34078,"Vitamin B1 Streuli, Tabletten","TAB","A11DA01","S","Z","",1968-02-19,"","D","07.02.3.","Vitamin B1-Präparat",9999-12-31,"","","vitamin b1 streuli",NA,"Streuli Pharma AG"
34172,"Vitamin B6 Streuli, Injektionslösung","LSINJ","A11HA02","S","Z","",1969-02-01,"","B","07.02.3.","Vitamin B6-Präparat",9999-12-31,"","","vitamin b6 streuli",2,"Streuli Pharma AG"
34173,"Vitamin B6 Streuli, Tabletten","TAB","A11HA02","S","Z","",1969-06-23,"","D","07.02.3.","Vitamin B6-Präparat",9999-12-31,"","","vitamin b6 streuli",2,"Streuli Pharma AG"
34186,"Acetalgin, Tabletten","TAB","N02BE01","S","Z","",1971-10-18,"","B/D","01.01.1.","Analgetikum, Antipyretikum",9999-12-31,"","","acetalgin",2,"Streuli Pharma AG"
